시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
전라남도,여수시,무선로,전라남도 여수시 무선중앙로 98,전라남도 여수시 선원동 1252-1,C0130,01,N,N,34.7724291,127.6547307,7,8,22,Y,N,N,28,162,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,무선로,전라남도 여수시 무선로 161,전라남도 여수시 선원동 1228-6,C0131,01,N,N,34.77501475,127.6537629,6,8,22,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,무선로,전라남도 여수시 무선로 187,전라남도 여수시 선원동 1268-9,C0132,01,N,N,34.7768534,127.6514717,6,8,22,Y,N,N,25,165,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,무선로,전라남도 여수시 무선로 221,전라남도 여수시 화장동 781-1,C0133,04,N,N,34.77861498,127.6492146,6,8,28,Y,N,N,25,165,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,무선로,전라남도 여수시 성산로 121,전라남도 여수시 화장동 944-58,C0134,04,N,N,34.77912626,127.6483439,6,8,28,Y,N,N,25,165,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,무선로,전라남도 여수시 무선로 265,전라남도 여수시 화장동 944,C0135,01,N,N,34.78069976,127.6451832,6,8,22,Y,Y,N,25,165,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,전라남도 여수시 소라면 덕양로 18,전라남도 여수시 소라면 죽림리 1180-2,C0136,01,Y,N,34.76107186,127.6338508,8,8,28,Y,N,Y,28,122,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,,전라남도 여수시 소라면 죽림리 570,C0137,01,Y,N,34.764397,127.634018,7,8,22,Y,N,Y,,,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,,전라남도 여수시 소라면 죽림리 412-2,C0138,01,Y,N,34.764793,127.633973,7,8,22,Y,N,Y,,,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,전라남도 여수시 소라면 덕양로 97-7,전라남도 여수시 소라면 죽림리 1102,C0139,01,Y,N,34.76814783,127.6362732,8,8,24,Y,N,Y,30,120,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,전라남도 여수시 소라면 덕양로 97,전라남도 여수시 소라면 죽림리 1099,C0140,01,Y,N,34.76830098,127.6366677,8,8,24,Y,N,Y,30,120,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,전라남도 여수시 화산로 2,전라남도 여수시 화장동 894-118,C0141,01,Y,N,34.7708097,127.6390658,5,8,20,Y,N,N,25,125,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,전라남도 여수시 덕양로 156,전라남도 여수시 화장동 883-11,C0142,01,N,N,34.77280351,127.6384673,4,6,24,Y,N,N,30,120,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,전라남도 여수시 덕양로 176,전라남도 여수시 화장동 877-1,C0143,01,N,N,34.77447758,127.6375901,4,6,12,Y,N,N,19,131,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,전라남도 여수시 소라면 덕양로 249,전라남도 여수시 소라면 덕양리 560-3,C0144,01,N,N,34.7800127,127.6336373,2,6,10,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,덕양로,전라남도 여수시 소라면 덕양로 311,전라남도 여수시 소라면 덕양리 658-1,C0145,01,N,N,34.78567071,127.632156,2,6,8,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,,전라남도 여수시 웅천동 1215-3,C0092,04,Y,N,34.693003,127.657536,9,6,28,Y,N,N,30,160,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,,전라남도 여수시 웅천동 1521,C0093,04,Y,N,34.693003,127.657536,9,6,31,Y,N,N,30,160,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,,전라남도 여수시 웅천동 1555-1,C0094,04,Y,N,34.693003,127.657536,9,6,31,Y,N,N,30,160,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,,전라남도 여수시 신월동 1614-4,C0095,01,Y,N,34.693003,127.657536,9,8,23,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 319,전라남도 여수시 신월동 1240-17,C0096,01,Y,N,34.73341784,127.6868753,9,8,18,Y,N,N,25,155,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,,전라남도 여수시 신월동 1751-1,C0097,01,Y,N,34.728262,127.6953801,9,8,18,Y,N,N,25,155,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 435,전라남도 여수시 신월동 342-14,C0098,01,Y,N,34.72744756,127.6976362,6,8,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 448-1,전라남도 여수시 신월동 302-2,C0099,01,Y,N,34.7261988,127.6982179,6,8,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,,전라남도 여수시 신월동 239-6,C0100,01,Y,N,34.693003,127.657536,6,8,18,Y,N,N,25,155,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 496-2,전라남도 여수시 신월동 226-3,C0101,01,N,N,34.7235029,127.7017249,6,8,18,Y,N,Y,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,,전라남도 여수시 신월동116-48,C0102,01,N,N,34.693003,127.657536,6,6,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,,전라남도 여수시 신월동110,C0103,01,Y,N,34.693003,127.657536,7,6,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 576,전라남도 여수시 신월동 85-1,C0104,01,N,N,34.72487332,127.7100111,6,8,18,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 593,전라남도 여수시 신월동 44-1,C0105,01,N,N,34.7262067,127.7111721,7,8,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 598,전라남도 여수시 신월동 28-1,C0106,01,N,N,34.7261497,127.7117821,7,6,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 626,전라남도 여수시 국동 1064-1,C0107,01,Y,N,34.72790772,127.7140937,7,6,18,Y,N,Y,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 640-1,전라남도 여수시 국동 1053,C0108,01,N,N,34.7287697,127.7153846,7,8,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 654,전라남도 여수시 국동 393-4,C0109,01,N,N,34.72964223,127.7164127,7,8,18,N, , ,,,N, ,N,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 672-1,전라남도 여수시 국동 462-1,C0110,01,Y,N,34.73092237,127.7176814,7,6,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 676,전라남도 여수시 국동 531,C0111,01,N,N,34.7312575,127.7179641,7,6,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 692,전라남도 여수시 국동 1-7,C0112,01,N,N,34.73251569,127.7188725,6,6,18,Y,N,Y,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 700,전라남도 여수시 봉산동 282-16,C0113,01,N,N,34.7330544,127.7192334,5,8,18,Y,N,Y,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 700,전라남도 여수시 봉산동 282-16,C0114,01,N,N,34.7330544,127.7192334,5,8,18,Y,N,Y,25,155,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 713,전라남도 여수시 국동 647-3,C0115,01,N,N,34.73440506,127.7195216,6,8,18,Y,N,Y,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 732,전라남도 여수시 봉산동 251-16,C0116,01,N,N,34.7354601,127.7210162,7,8,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 745,전라남도 여수시 봉산동 849-2,C0117,01,N,N,34.73680714,127.7213939,6,8,18,Y,N,N,25,155,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 750-1,전라남도 여수시 봉산동 241-18,C0118,04,N,N,34.73690972,127.7221208,7,8,22,Y,N,N,29,151,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
충청남도,예산군,상몽뒷길로,,충청남도 예산군 고덕면 상몽리 962-19,고덕면013,01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,상몽뒷길로,,충청남도 예산군 고덕면 상몽리 993,고덕면014,01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,상덕로,,충청남도 예산군 고덕면 상장리 625-1,고덕면015,01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,상덕로,,충청남도 예산군 고덕면 용리 1147-6,고덕면016,01, ,N,36.7246281701,126.7209057867,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,상덕로,,충청남도 예산군 고덕면 지곡리 75-4,고덕면017,01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,노전길,,충청남도 예산군 광시면 노전리 207-3,광시면001,01,N,N,36.540260,126.759057,5,6,18.2,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,충절로,,충청남도 예산군 광시면 노전리 61-11,광시면002,04,N,N,36.537843,126.768247,1,3.5,4,N,N,N,,,Y,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,충절로,,충청남도 예산군 광시면 노전리 61-3,광시면003,04,N,N,36.537961,126.768499,1,3.5,4,N,N,N,,,Y,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목대리길,,충청남도 예산군 광시면 대리 234-22,광시면004,01,N,N,36.545302,126.791060,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목1길,,충청남도 예산군 광시면 대리 234-33,광시면005,01,N,N,36.545717,126.782319,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목대리길,,충청남도 예산군 광시면 대리 312-15,광시면006,01,N,N,36.544605,126.796975,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목대리길,,충청남도 예산군 광시면 대리 312-15,광시면007,01,N,N,36.544581,126.797179,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목1길,,충청남도 예산군 광시면 시목리 194-7,광시면008,01,N,N,36.545259,126.790714,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목1길,,충청남도 예산군 광시면 시목리 232-5,광시면009,01,N,N,36.545064,126.788408,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목1길,충청남도 예산군 광시면 시목1길 102,충청남도 예산군 광시면 시목리 521-19,광시면010,01,N,N,36.545608,126.785357,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목1길,,충청남도 예산군 광시면 시목리 639-9,광시면011,01,N,N,36.545650,126.782487,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,시목1길,,충청남도 예산군 광시면 시목리 677-3,광시면012,01,N,N,36.546846,126.780207,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,광시동로,,충청남도 예산군 광시면 시목리 715-3,광시면013,01,N,N,36.546952,126.780237,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,광시동로,,충청남도 예산군 광시면 시목리 717-6,광시면014,01,N,N,36.546870,126.780060,2,4,7.4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,광시동로,충청남도 예산군 광시면 시목리 717-6,충청남도 예산군 광시면 시목리 717-6,광시면015,03, ,N,36.546901,126.780111,2,3.6,12.8,N, , ,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,예당로,,충청남도 예산군 광시면 하장대리 160-2,광시면016,01,N,N,36.534886,126.772079,2,4,7.4,Y,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,예당로,,충청남도 예산군 광시면 하장대리 163-2,광시면017,01,N,N,36.535732,126.770467,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,예당로,충청남도 예산군 광시면 예당로 2,충청남도 예산군 광시면 하장대리 187,광시면018,01,N,N,36.534874,126.772284,4,4.9,12.3,Y,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,상항방산로,,충청남도 예산군 대술면 상항리 261-3,대술면001,01, ,N,36.672330,126.915282,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,충령사로,,충청남도 예산군 대술면 시산리 457-1,대술면002,01, ,N,36.675531,126.877025,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,원농리길,,충청남도 예산군 대술면 화천리 960,대술면003,01,N,N,36.656331,126.894594,1,3.5,4,N,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,예당긍모로,,충청남도 예산군 대흥면 노동리 603,대흥면001,01, ,N,36.638871,126.813627,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,신속대야로,,충청남도 예산군 대흥면 대야리 134-5,대흥면002,01,N,N,36.614678,126.809548,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
전라남도,여수시,신월로,,전라남도 여수시 웅천동 594-8,C0090,04,Y,N,34.693003,127.657536,9,8,32,Y,N,N,30,160,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 96,전라남도 여수시 웅천동 1720-1,C0091,04,Y,N,34.74910343,127.6789368,9,8,32,Y,N,N,30,160,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,흥국로,전라남도 여수시 시청로 24,전라남도 여수시 학동 69-1,C0064,01,N,N,34.7635498,127.6632534,4,8,12,Y,N,N,20,170,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,흥국로,전라남도 여수시 흥국로 19,전라남도 여수시 학동 34-7,C0065,01,N,N,34.7636619,127.6649669,4,4,12,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,흥국로,전라남도 여수시 흥국로 25,전라남도 여수시 학동 33,C0066,01,N,N,34.7635289,127.6652518,4,6,12,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,흥국로,전라남도 여수시 학동5길 1,전라남도 여수시 학동 31-7,C0067,01,N,N,34.7631024,127.6664307,4,8,12,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,흥국로,전라남도 여수시 흥국로 58,전라남도 여수시 학동 78-5,C0068,01,N,N,34.76210303,127.6686425,4,8,12,Y,N,Y,20,140,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,흥국로,전라남도 여수시 선소로 108,전라남도 여수시 신기동 59-12,C0069,01,Y,N,34.7620443,127.6691136,4,8,12,Y,N,Y,20,140,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,흥국로,전라남도 여수시 흥국로 78,전라남도 여수시 신기동 65-1,C0070,01,Y,N,34.7616608,127.6709781,4,8,12,N, , ,,,N, ,N, ,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,흥국로,전라남도 여수시 흥국로 106,전라남도 여수시 신기동 73-2,C0071,01,Y,N,34.7610144,127.6736314,4,8,12,Y,N,N,19,161,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,새터로,전라남도 여수시 새터로 3,전라남도 여수시 신기동 128-10,C0072,01,N,N,34.7572159,127.6743453,6,6,18,Y,N,N,25,165,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,새터로,전라남도 여수시 새터로 25-1,전라남도 여수시 신기동 92-4,C0073,01,N,N,34.7590299,127.6752404,6,6,18,Y,N,N,25,165,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,새터로,전라남도 여수시 새터로 55,전라남도 여수시 신기동 73-11,C0074,01,N,N,34.76099564,127.6739925,6,6,18,Y,N,N,25,165,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,새터로,전라남도 여수시 새터로 64,전라남도 여수시 신기동 75-4,C0075,01,Y,N,34.7615201,127.6742958,6,8,18,Y,N,N,25,165,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,새터로,전라남도 여수시 새터로 78-1,전라남도 여수시 신기동 38-18,C0076,01,N,N,34.7627561,127.6750445,6,8,18,Y,N,N,25,165,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,새터로,전라남도 여수시 새터로 98,전라남도 여수시 신기동 12-2,C0077,01,Y,N,34.7636385,127.6766752,6,8,18,Y,N,N,25,165,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 무선로 76,전라남도 여수시 학동 1,C0078,01,N,N,34.76788707,127.6559725,9,6,27,Y,N,N,31,159,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 27,전라남도 여수시 학동 4-14,C0079,01,N,N,34.7667148,127.658959,9,6,27,Y,N,N,34,156,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 31,전라남도 여수시 학동 5-26,C0080,01,N,N,34.7667234,127.6594672,9,6,27,Y,N,N,34,156,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 43,전라남도 여수시 학동 11-16,C0081,01,N,N,34.7667261,127.6607738,9,8,27,Y,N,N,30,160,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 57,전라남도 여수시 학동 12-9,C0082,01,N,N,34.7666527,127.6622056,9,8,27,Y,N,Y,30,160,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 68,전라남도 여수시 학동 43-1,C0083,01,N,N,34.7660562,127.6633404,8,8,27,Y,N,Y,30,160,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 92,전라남도 여수시 학동 39-9,C0084,01,N,N,34.7656961,127.6658044,7,8,27,Y,N,N,31,159,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 108,전라남도 여수시 학동 18-2,C0085,01,N,N,34.7655334,127.6675971,8,8,27,Y,N,N,31,159,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 129,전라남도 여수시 학동 16-6,C0086,01,N,N,34.7657086,127.6700646,8,8,27,Y,N,N,29,161,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 133,전라남도 여수시 학동 16-12,C0087,01,N,N,34.7656593,127.6704908,9,6,27,Y,N,N,29,161,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,쌍봉로,전라남도 여수시 쌍봉로 202,전라남도 여수시 신기동 12-10,C0088,01,N,N,34.7641002,127.6777341,9,8,27,Y,N,Y,29,161,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,신월로,전라남도 여수시 신월로 2,전라남도 여수시 신기동 129-3,C0089,01,N,N,34.7566678,127.6741562,7,8,18,Y,N,N,25,165,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라북도,무주군,무금로,전라북도 무주군 무주읍 무금로 295,전라북도 무주군 무주읍 용포리 470-9,n/a,01, ,N,35.99026185,127.6217145,1,4,5.9,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,무금로,전라북도 무주군 무주읍 무금로 305,전라북도 무주군 무주읍 용포리 565-1,n/a,01, ,N,35.99015038,127.6206669,1,6.1,8.4,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라남도,여수시,시청로,전라남도 여수시 시청로 52,전라남도 여수시 학동 43-9,C0037,01,Y,N,34.76610801,127.6631743,9,8,30,Y,N,Y,30,160,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,시청로,전라남도 여수시 시청로 60,전라남도 여수시 학동 13-3,C0038,01,Y,N,34.76700628,127.663033,8,8,30,Y,N,Y,30,160,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,시청로,,전라남도 여수시 선원동 26-3,C0039,01,N,N,34.772008,127.663013,9,8,30,Y,N,N,31,159,N,Y,Y,N,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,시청로,,전라남도 여수시 여천동 695-5,C0040,01,N,N,34.693003,127.657536,4,6,15,Y,N,Y,20,170,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,시청로,,전라남도 여수시 여천동 680-18,C0041,01,N,N,34.693003,127.657536,10,6,35,Y,N,Y,40,150,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,시청로,전라남도 여수시 시청로 245,전라남도 여수시 여천동 881-2,C0042,01,N,N,34.7839651,127.6621977,8,6,30,Y,N,N,33,157,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
전라남도,여수시,망마로,,전라남도 여수시 학동 158,C0043,01,Y,N,34.693003,127.657536,6,6,20,Y,N,N,25,70,N,Y,Y,Y,전라남도 여수시청,061-659-5213,2020-10-01,4810000,전라남도 여수시
